Company Name,NIF,Status,Service,Niche,Type
"Dompedro Corp,-Comercio e Prestaçao de Serviço, SU, LDA",5002504332,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"E.A. Business Goals, Lda",5417115967,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"EA VIEGAS - COMÉRCIO GERAL E PRESTAÇÃO DE SERVIÇOS, LDA",5000987670,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"EC3M TECNOLOGIES-SERVICES, LDA",5417542202,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
EDS-ENGENHARIA E TELECOMUNICAÇÕES,5402112177,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
ELECTROGESTÂO - Prestação de Serviços (SU) Lda.,5001156420,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"EMCICA CONSTRUÇÕES, LDA",5101000701,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"ENGIGEST HOLDING, LDA",5480014935,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"ENSIS HOLDING, S.A",5480030078,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"EPALINHO-COMÉRCIO E SERVIÇOS, LDA",5000839663,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"ESG-EXECUTIVE SECURITY GLOBAL- COMERCIO E SERVIÇO, LDA",5000899070,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"ETIC - SOLUCOES & TECNOLOGIA, LDA",5417257893,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
F&N HOLDINGS LDA,5480027743,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
FALAP Engenharia e Serviços,5002669404,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FANDAPI - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS, (SU), LDA",5002598973,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FAYOL EMPREENDIMENTOS, SARL",5402139040,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
FJ FONSECA LIMITADA,5111050973,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
FLEXCOM-COMÉRCIO & SERVIÇOS LDA,5000840670,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FOCUSS GROUP, LDA",5000619809,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FRANCISCO PEDRO INVESTIMENTOS – COMÉRCIO GERAL E PRESTAÇÃO DE SERVIÇOS, (SU), LDA",5000107395,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FS-KINDU-COMÉRCIO GERAL E PRESTAÇÃO DE SERVIÇOS (SU), LDA",5000393670,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FYCAN - COMERCIO GERAL E PRESTAÇÃO DE SERVIÇOS, LDA",5001600362,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Faublania prestação de serviços comércio geral lda,5002004909,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"FÉNIXX PETRÓLEO E GÁS, LDA",5000910368,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"G.FORCE - SEGURANÇA, LDA",5417061794,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
G4S - Serviços de Segurança (Angola) Lda,5417049590,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GEC OIL AND GAS SERVICES, LDA",5000980650,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
GEODE-PRESTAÇÃO DE SERVIÇOS LDA,5000155284,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GESTÃO E PROMOÇÃO DE ACTIVOS - ANGOLA, LDA",5417018074,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GILAUTOMATIONS - PRESTAÇÃO DE SERVIÇOS, LDA",5002648644,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GLOBAL AFM, S.A.",5417195774,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GLOBAL DYNAMIC-APOIO LOGISTICO E ASSISTENCIA  TECNICA, LDA",5001786873,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GLOBAL MARITIME DUTIES - SHIPPING & LOGISTICS, LDA",5002459124,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
GLOBAL TELESAT LDA,5402141312,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GONCA-QHSE-CONSULTORIA, FORMAÇãO E AUDITORIA",5002476142,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GRUPO 2NS, LDA",5417167894,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GRUPO DYWAACC, LDA",5001637622,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GUARDA SEGURA-PRESTAÇÃO DE SERVIÇOS, LIMITADA",5401005695,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Global Synergies Resources Services, Lda",5417465577,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"GotaPura, LDA",5417187364,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Green Media,LDA",5112163801,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Grupo Cenotelf Angola,5101163945,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"H.S.O.G SERVICES, LDA",5000696587,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"HABAC – Comércio Geral e Prestação de Serviços, Lda",5002466414,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"HELDATECH,LDA",5417593370,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
HFCV- COMERCIO GERAL EPRESTAÇÃO DE SERVIÇO LIMITADA,5171171092,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"HOO - PRESTAÇÃO DE SERVIÇOS, LDA",5417033383,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Healthlife Ciência e Tecnologia,5000417947,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Hidroxgreen Environmental Prestação de Serviços, Lda.",5000967866,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
IGTP,5001831003,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"IMUVIP Construção Civil, S.A",5403097627,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
INVIKTA SERVICES,50007861,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
IPL - INVESTIMENTOS PLANETA LDA,5101148059,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
IPVX COMÉRCIO E PRESTACÃO DE SERVIÇOS LDA,05417587893,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Infoalmir,5002213257,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Infortel - Sistemas de Segurança lda,5417001570,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Innolub Angola - Comércio e Serviços LDA,5002040760,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"J. SUENE - Engenharia, Construção & Serviços LDA",5417525600,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
JA-EXPRESS LDA,5484004209,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"JOAQUIM ANIBAL E FILHOS, LDA",5001285955,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Jardin do Sul - Comercio e Serviços, Lda",5001486659,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Joy Stanley Cartering e Prestação de Serviços, Lda",5001982524,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"K.N.R.F TRADING- CONSTRUCOES, LDA",5001716824,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
KLOTEN PROCUREMENT & TRADE TRADING CO. (SU),5001240013,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Kallo Oumar - Comércio Geral e Prestação de Serviços, Lda",5000190373,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"L.E5COM - PRESTAÇÃO DE SERVIÇOS, LDA",5000166626,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"LADMIRA C.CIVIL, COMERCIO INDUSTRIA E PRESTAÇÃO DE SERVIÇOS- LDA",5417136204,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
LARES - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS,5001140124,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"LINKFAIR  MARITIME OFFSHORE ANGOLA – PRESTAÇÃO DE SERVIÇOS, LDA",5002762099,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"LUMBERLIFT-LIFTING SERVICES - PRESTAÇÃO SERVIÇOS, LDA",5001340905,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Lutuila - Comercio e Prestação de Serviços, Lda.",5000778044,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"M.B.(SU),LDA",5417328260,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
M.E.MANGOLA CONSTRUÇÕES E OBRAS PUBLICAS LDA,5403104623,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MAGNICONTA- PRESTAÇÃO DE SERVIÇOS, LIMITADA",5401112807,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MAIS GÁS (SU), LIMITADA",5403110003,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MANGOL OIL & ENERGY SERVICES, LDA",5002283913,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MANOD BUSINESS CASTING – PRESTAÇÃO DE SERVIÇOS, LDA",5001352199,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MASKE TRADE - COMÉRCIO & SERVIÇOS, LDA",5002560704,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
MAYA OIL ENERGIES COMÉRCIO E SERVIÇOS LDA,50002268.31,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MAYCAP GLOBAL- PRESTAÇÃO DE SERVIÇOS, LDA",5000651265,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MCS Angola, SA.",5401168055,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MDS20-INVESTIMENTOS,LDA",5000403571,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
MITANA CENTRO DE FORMAÇÃO E CONSULTORIA,002983850CA034,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MP & LG PRESTAÇÃO DE SERVIÇOS E COMÉRCIO GERAL, LDA",5000455369,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"MUMBUNDO - COMÉRCIO GERAL, (SU), LDA",5000503070,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NAK-ENERGY OIL&GAS,LDA",54171450,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NAMTECH PRO - COMÉRCIO E SERVIÇOS, LDA",5000967858,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NEGU - PRESTAÇÃO DE SERVIÇOS E COMÉRCIO, LIMITADA",5002246082B,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
NEPTEC - COMÉRCIO E PRESTAÇÃO DE SERVIÇOS,5000079790,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NEXUS ENGENHARIA-SERVIÇOS, LDA.",5002769034,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NILMIGUEL BUSINESS SOLUTIONS,LDA",5118003440,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NKOSI ENERGY, COMERCIO DE SERVICOS, LDA",5001321749,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NORTH VISION – COMÉRCIO, INDÚSTRIA E  PRESTAÇÃO DE SERVIÇOS, LDA",5417444073,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"NOVANESS-INVESTIMENTOS, LDA",5417385085,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Nasadi Soluções (SU), Lda",5417254282,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"O PLANTAO, SA",5402123420,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"O.C.LINES - LOGISTICA E COMÉRCIO GERAL, LIMITADA",5000261572,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"OCINYI SERVICE,LDA",50014952,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"OCINYI SERVICES,LDA",5001490052,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"OMEGA RISK SOLUTIONS-ANGOLA, Limitada",5401144725,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
ON-SUPERLINK-COMERCIO E SERVIÇOS (SU) LDA,5001913522,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"ORCABESP-SERVICES & ENGINEERING, LDA",5001221922,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
ORGANIZACOES LOIVANIO,5420005360,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
ORGANIZAÇÕES BELA DE MARIA ISABEL BUANGA,000238553CA017,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Open Safety Lda,5417019089,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Open Safety Lda.,5417019089;,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"P.M. NEVES COMÉRCIO GERAL (SU), LDA",5000638579,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"PANGEA OFFSHORE - SERVIÇOS MARÍTIMOS E ENERGIA, LIMITADA",5000261580,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"PETROS EQUIPMENT LOGISTICS, LDA",5001396005,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
PETROWAL COMERÇIO GERAL LDA,5420009633,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"PGMA - LOGISTICA & SERVIÇOS, LDA",5002236893,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
PMSDJ Comércio e Serviços,5001222678,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
POMOBEL,5402112843,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"PONTO STAR, LDA",5000537314,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
PREDISPOR,5417293776,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"PararRaios Angola, Lda",5417235768,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Pedro Rico Mucanha Prestação de Serviços-Rico Organizações,000422357LN038,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"QHSE FORMAÇÃO E CONSULTORIA, LIMITADA",5001170309,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"QUADRANTE JP - PRESTAÇÃO DE SERVIÇOS E CPMÉRCIO (SU), LDA.",5001563084,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
QUALITY MARITIME PROVIDER LDA,5417066559,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
QUENHO SERVIÇOS LDA,5001411705,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"REAL - PROTECÇÃO E SEGURANÇA, LDA",5402115680,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
RESDCEF ENERGIA - COMÉRCIO E SERVIÇOS,5000802972,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"RESILIENCE - HEALTH, SAFETY & ENVIRONMENTAL SERVICES, LDA",5000820520,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"RIGSTOCK-COMERCIO E PRESTAÇÃO DE SERVIÇOS (SU), LDA",5417298166,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Reprocess- Global Solutions Angola (SU) SA,5000041254,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
Rinawell Lda,5112164328,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"Ropicons - Construção Civil e Obras Públicas,Lda",5101134112,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"RÚBEN, LIMITADA",5402122695,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SAF3 ANGOLA FIRE SAFETY,5417068659,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SAFIRA MONTES COMÉRCIO E INDÚSTRIA,5000072524,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SALUSTRA - PRESTAÇÃO DE SERVIÇOS, LDA",5001603906,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SASFEBOX SECURITY.LDA,5417097489,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SERCOMOIL GROUP, LDA",5484035163,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SINFOCAS - SOLUTIONS, LDA",5001110420,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SINOHYDRO CONSTRUCTION ANGOLA, LDA",5417135020,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SINUS SOLUTION LDA,5480013963,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SIR Segurança Industrial e Residencial,5401021461,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SISTEC - Sistec Tecnologias e Indústria, SA",5410002547,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SIZE SPA,5484086019,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SMARTNET-SOLUÇÕES & TECNOLOGIAS LDA,5417237744,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SOAPRO SA,5403011382,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SOMOSCONTA - CONSULTORIA FISCAL LDA,5000664200,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SONHOS & SONS, Lda",5484026423,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SOS Universal, LDA",5417084387,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
SP ENERGY ANGOLA,5002831929,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SP&GS OIL & GÁS BUSINESS - SERVIÇOS, LDA",5002019299,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SPECTRUM CREST SERVICES, LDA",5001939688,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"SSEI-Soluções Integradas, Lda",5417079898,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"STEKARGO - COMÉRCIO GERAL,LDA",5417580350,Exclusividade,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"STOP FIRE, LDA",5417167959,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
"STROBE SOLUTIONS - PRESTAÇÃO DE SERVIÇOS, LDA",5000923010,—,"14. Serviços de Saúde, Meio Ambiente e Segurança",Fornecimento de Equipamentos para Alarmes e Segurança,SCA
